,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
0,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$2,500to$5,000",Monthly,"About Institute for Infocomm Research (I²R)  The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about I²R, please visit www.i2r.a-star.edu.sg﻿ We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Multimodal Deep Learning: Towards effective learning from heterogeneous data sources Currently, deep learning is applied in various areas such as visual computing, speech recognition, text mining, etc. In each area, the learning model is trained with large amounts of data in isolation. A multimodal learning approach from heterogeneous data sources, including video, speech, text, etc. is necessary to achieve breakthrough in performance. Unsupervised Deep Learning: Towards 10X fewer labeled samples Labeling large amounts of training data is one of the most time-consuming steps in the deep learning pipeline, and is often not feasible. The aim is to achieve the same performance with 10x fewer labeled training samples. This is a strong step in the direction of unsupervised deep learning, where representations are learnt with large amounts of unlabeled unstructured data. Deep Learning on Embedded Devices: Towards 100X smaller models Current deep learning models have 10s of millions of neurons, making it infeasible for deployment on mobile and embedded hardware. The aim is to achieve models that are 100x smaller, with little loss in performance. This capability will also be critical for emerging neuromorphic platforms, where the number of spiking neurons is orders of magnitude smaller than in current state-of-the-art deep learning models. Online Deep Learning: Towards Near Real Time (NRT) model updates State-of-the-art deep learning models still take several days to train on expensive GPU infrastructure. A common problem is when new data (including new classes) are constantly added to an evolving, always-learning system. Algorithms to move towards real-time updates will be essential. Extreme Deep Learning: Training 1B neural networks efficiently The high model capacity of deep networks is why increasing amounts of data and model size improves performance. However, there are substantial challenges in hardware and algorithms challenges in training very large models efficiently. The aim is to address these challenges to achieve more efficient training. Deep Learning for Spoken Language Processing and Natural Language Understanding: Towards better modelling of human communication Language technology has made great advances through deep learning in the past five years, penetrating fields such as speech recognition and machine translation. However, there are still numerous challenges that need to be addressed, ranging from the requirement of specialized linguistic resources to large amounts of annotated data, and to insufficient theoretical grounding in deep learning. This aim attempts to address challenges that are often overlooked by major commercial AI players. White-Box Deep Learning: Towards interpretable and contextually informed models Current deep learning models are largely black-boxes that are not informed by contextual relations and provide little intuition. Improved abilities to regulate the learning process, and interpret the resulting predictions will be essential for the next wave of AI applications -- especially for complex learning scenarios and applications involving critical decisions. Incorporating Knowledge Graphs into Deep Learning: Towards better understanding of images Current deep learning systems today have no real understanding of images, with output typically a bunch of bounding boxes, learnt using a large number of label or sentence-level associations. Knowledge graphs like the MIT ConceptNet will be used to understand higher level semantics and relationships between entities, to improve classification accuracy.    ","Requirements   Minimum Bachelor in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:     Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified",https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-40e2065c71f4a0f5e8b3560a278717b7,South,
1,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$2,500to$5,000",Monthly,"About Institute for Infocomm Research (I²R)  The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about I²R, please visit www.i2r.a-star.edu.sg We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Multimodal Deep Learning: Towards effective learning from heterogeneous data sources Currently, deep learning is applied in various areas such as visual computing, speech recognition, text mining, etc. In each area, the learning model is trained with large amounts of data in isolation. A multimodal learning approach from heterogeneous data sources, including video, speech, text, etc. is necessary to achieve breakthrough in performance. Unsupervised Deep Learning: Towards 10X fewer labeled samples Labeling large amounts of training data is one of the most time-consuming steps in the deep learning pipeline, and is often not feasible. The aim is to achieve the same performance with 10x fewer labeled training samples. This is a strong step in the direction of unsupervised deep learning, where representations are learnt with large amounts of unlabeled unstructured data. Deep Learning on Embedded Devices: Towards 100X smaller models Current deep learning models have 10s of millions of neurons, making it infeasible for deployment on mobile and embedded hardware. The aim is to achieve models that are 100x smaller, with little loss in performance. This capability will also be critical for emerging neuromorphic platforms, where the number of spiking neurons is orders of magnitude smaller than in current state-of-the-art deep learning models. Online Deep Learning: Towards Near Real Time (NRT) model updates State-of-the-art deep learning models still take several days to train on expensive GPU infrastructure. A common problem is when new data (including new classes) are constantly added to an evolving, always-learning system. Algorithms to move towards real-time updates will be essential. Extreme Deep Learning: Training 1B neural networks efficiently The high model capacity of deep networks is why increasing amounts of data and model size improves performance. However, there are substantial challenges in hardware and algorithms challenges in training very large models efficiently. The aim is to address these challenges to achieve more efficient training. Deep Learning for Spoken Language Processing and Natural Language Understanding: Towards better modelling of human communication Language technology has made great advances through deep learning in the past five years, penetrating fields such as speech recognition and machine translation. However, there are still numerous challenges that need to be addressed, ranging from the requirement of specialized linguistic resources to large amounts of annotated data, and to insufficient theoretical grounding in deep learning. This aim attempts to address challenges that are often overlooked by major commercial AI players. White-Box Deep Learning: Towards interpretable and contextually informed models Current deep learning models are largely black-boxes that are not informed by contextual relations and provide little intuition. Improved abilities to regulate the learning process, and interpret the resulting predictions will be essential for the next wave of AI applications -- especially for complex learning scenarios and applications involving critical decisions. Incorporating Knowledge Graphs into Deep Learning: Towards better understanding of images Current deep learning systems today have no real understanding of images, with output typically a bunch of bounding boxes, learnt using a large number of label or sentence-level associations. Knowledge graphs like the MIT ConceptNet will be used to understand higher level semantics and relationships between entities, to improve classification accuracy.    ","Requirements   Minimum Bachelor in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified",https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-e6bb95623878ad45386539bdbec81056,South,
2,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg The Deep Learning 2.0 program is a multi-year A*STAR Al program, focused on capturing the Next wave of deep learning. The program is focused on    10x open problems in deep learning algorithmic research: thrusts include learning with 10 x fewer labelled samples, incorporating knowledge graphs into deep learning, online deep learning, and white-box deep learning. Next generation hardware for deep learning: we are looking beyond GPUs and TPUs, and reimagining the entire hardware stack for deep learning from algorithms all the way down to silicon New emerging enterprise applications for deep learning: ranging from personalized medicine, finance, health-care, 10T and advanced semiconductor manufacturing.    We are looking for a researcher, with have experience at least in one of the following topics: A. GANs in speech / vision / language B. Bayesian learning, Causal Inference C. Lifelong learning: from concepts to tasks D. Knowledge graphs E. Bottom-up reasoning G. Innovative ideas to tackle the YouTube8M data set H. Multimodal Q&A Systems I. Game theory J. Optimization techniques K. Active Deep Learning   The researcher should be able to conceptualize ambitious R&D programs working with other researchers in DL2.  The skills should be complementary to the existing knowhow of the existing DL2 unit, whose scope is briefly described below.      ","Requirements   Ph.D. in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas: 	  Large-scale machine learning   Deep learning, supervised or unsupervised   Applying state-of-the-art machine learning techniques to practical problems in different domains    Experience in corporate or application oriented environments is a plus. Ability to work independently, as well as in teams highly desired. Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-5a6c2f877a11f68e35571ad20cd66971,South,
3,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg The Deep Learning 2.0 program is a multi-year A*STAR Al program, focused on capturing the Next wave of deep learning. The program is focused on:  10x open problems in deep learning algorithmic research: thrusts include learning with 10 x fewer labelled samples, incorporating knowledge graphs into deep learning, online deep learning, and white-box deep learning. Next generation hardware for deep learning: we are looking beyond GPUs and TPUs, and reimagining the entire hardware stack for deep learning from algorithms all the way down to silicon New emerging enterprise applications for deep learning: ranging from personalized medicine, finance, health-care, 10T and advanced semiconductor manufacturing.  We are looking for a researcher with experience in at least one of the following topics: A. GANs in speech / vision / language B. Bayesian learning, Causal Inference C. Lifelong learning: from concepts to tasks D. Knowledge graphs E. Bottom-up reasoning G. Innovative ideas to tackle the YouTube8M data set H. Multimodal Q&A Systems I. Game theory J. Optimization techniques K. Active Deep Learning The researcher should be able to conceptualize ambitious R&D programs working with other researchers in DL2.  The skills should be complementary to the existing knowhow of the existing DL2 unit, whose scope is briefly described below.  ","Requirements Ph.D. in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-583ca4f5e4e94708c06f35b31bb1befd,South,
4,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg The Deep Learning 2.0 program is a multi-year A*STAR Al program, focused on capturing the next wave of deep learning. The program is focused on (a) 10x open problems in deep learning algorithmic research: thrusts include learning with 10x fewer labeled samples, incorporating knowledge graphs into deep learning, online deep learning, and whitebox deep learning. (b) Next generation hardware for deep learning: we are looking beyond GPUs and TPUs, and reimagining the entire hardware stack for deep learning from algorithms all the way down to silicon (c) New emerging enterprise applications for deep learning: ranging from personalized medicine, finance, health-care, IoT and advanced semiconductor manufacturing.  ","Requirements PhD in Computer Science, Statistics, or Data Science intensive fields, with IEEE Senior Membership, or a dozen top papers in A1 conferences, or >1000 citations Minimum 5 years of relevant work experience Possess ability to lead advanced A1 methods research, (beyond the deep learning hype cycle) on one of the following topics, and its applications to several domains Possess ability to lead advanced research in one of the following topics:     GANs in speech / vision / language Bayesian learning, Causal Inference Lifelong learning: from concepts to tasks Knowledge graphs Bottom-up reasoning Innovative ideas to tackle the YouTube8M data set Multimodal Q&A Systems Game theory Optimization techniques Active Deep Learning   Possess ability to conceptualize ambitious R&D programs working with other researchers in DL2, raise funding, build teams and execute. The researcher should also be able to attract top students from the region or beyond Possess ability to scope long term ambitious research programs and deliver  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-f67c0b817420bcae56a180bf5d868f52,South,
5,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg The Deep Learning 2.0 program is a multi-year A*STAR Al program, focused on capturing the next wave of deep learning. The program is focused on (a) 10x open problems in deep learning algorithmic research: thrusts include learning with 10x fewer labeled samples, incorporating knowledge graphs into deep learning, online deep learning, and whitebox deep learning. (b) Next generation hardware for deep learning: we are looking beyond GPUs and TPUs, and reimagining the entire hardware stack for deep learning from algorithms all the way down to silicon (c) New emerging enterprise applications for deep learning: ranging from personalized medicine, finance, health-care, IoT and advanced semiconductor manufacturing.  ","Requirements PhD in Computer Science, Statistics, or Data Science intensive fields, with IEEE Senior Membership, or a dozen top papers in A1 conferences, or >1000 citations Minimum 5 years of relevant work experience Possess ability to lead advanced A1 methods research, (beyond the deep learning hype cycle) on one of the following topics, and its applications to several domains Possess ability to lead advanced research in one of the following topics: 	 GANs in speech / vision / language Bayesian learning, Causal Inference Lifelong learning: from concepts to tasks Knowledge graphs Bottom-up reasoning Innovative ideas to tackle the YouTube8M data set Multimodal Q&A Systems Game theory Optimization techniques Active Deep Learning   Possess ability to conceptualize ambitious R&D programs working with other researchers in DL2, raise funding, build teams and execute. The researcher should also be able to attract top students from the region or beyond Possess ability to scope long term ambitious research programs and deliver  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-ac2eac084120e2a67448d180b6ec6c0a,South,
6,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.        ","Requirements   PhD in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-1c407c761616b3f043081682b429b55b,South,
7,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$2,500to$5,000",Monthly,"About Institute for Infocomm Research (I²R)  The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about I²R, please visit www.i2r.a-star.edu.sg﻿ We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.        ","Requirements Minimum Bachelor in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified",https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-b3406e5e5ef17a7d2c0e6b9cbcbffb49,South,
8,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$2,500to$5,000",Monthly,"About Institute for Infocomm Research (I²R)  The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about I²R, please visit www.i2r.a-star.edu.sg﻿ We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.        ","Requirements Minimum Bachelor in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified",https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-5fedab6df5cd55b194d932c641c55e59,South,
9,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.    ","Requirements Ph.D. in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus. Ability to work independently, as well as in teams highly desired. Good communication skills for proposals, reports, and publications. Proficiency in spoken and written English. Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-c2ff59da8ad9e3b133d1587e92e4c24d,South,
