,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
0,Data Scientist,DATHENA SCIENCE PTE. LTD.,"Permanent, Full Time","Fresh/entry level, Junior Executive",Engineering,"$5,000to$7,000",Monthly,"Job title                    Data Scientist  Reports to               Chief Science Officer (PhD) and Solution Architect     About Dathena Science   Dathena is a Swiss and Singaporean company developing data governance software based on machine learning algorithms. Dathena is the most complete and accurate data governance platform and is the only solution to easily classify and manage data with this level of accuracy while helping companies to comply with regulations. Using cutting edge machine learning technology, Dathena sift through all unstructured data allowing to regain full control on company’s information.   Job Purpose            -  We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. -  Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products by improving and extending the features used by our existing classifier, by developing internal testing procedures, and enhancing our system for automated fraud detection. -  While it is essential that the Data Scientist brings efficient and effective behavior to increase the productivity of the organization, is it also critical that the intern retain the creative spark that drives Dathena’s vision and values. -   This position requires to be patient and perseverant in order to discover issues with huge amounts of data, and        resolve them by adding new features to an existing validation tool. -   This is an iterative and on-going work.","Requirements Responsibilities:   Selecting features, building and optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods Extending company’s data with third party sources of information when needed Enhancing data collection procedures to include information that is relevant for building analytic systems Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner Creating automated anomaly detection systems and constant tracking of its performance  Skills and Qualifications:  Strong programing skills in Scala/Python/Spark Experience with at least one highly available data store (SQL, Hadoop, MySQL, etc.) Knowledge in Machine Learning, Statistics, Natural Language Processing Knowledge in Deep Learning is preferable A strong passion for empirical and independent research Ability answering hard questions with data  Soft Skills:  Fluent in English Data-oriented personality Exceptional Oral and Written Communication Skills Time management Interpersonal Skills Critical Thinking Presentation Skills Proactive and interested in the area of data security and governance. This temporary position may be converted into a full-time job.  Working Conditions:  The Data Scientist will be part of a highly qualified and dynamic team (PhD) where you will be able to learn and improve himself.         The Data Scientist must fully embrace the team spirit of a young and innovative Start-up. They must be able to adapt to a multi-cultural environment. Travel and remote location might be required.     Location: Singapore R&D Office   ",https://www.mycareersfuture.sg/job/data-scientist-dathena-science-d6b14dc48052402107bc2261b53173d9,Central,Government support available
1,Data Scientist,XYPHER PTE. LTD.,Full Time,"Professional, Executive",Information Technology,"$4,500to$6,000",Monthly,"As a Data Scientist at DATAVLT, you will be reporting to the Head of Data Scientist and Software Engineers who are focused on solving complex business problems using blockchain and data science as an underlying technology.   Responsibilities As our Data Scientist, you will  Process confidential data and information according to guidelines Help on build innovative data products using cutting edge tools and technologies Develop custom data models and algorithms to apply to data sets. Undertake pre-processing of structured and unstructured data Analyse large amounts of information to discover trends and patterns Propose solutions and strategies to business challenges Coordinate with different functional teams to implement models and monitor outcomes.   ","RequirementsIdeal candidate should possess the skills as specified below:   Required Technical and Professional Expertise:  Proficiency using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets. Have foundational knowledge of data structures and algorithms Excellent analytical, interpersonal and communication skills. Strong problem-solving skills with an emphasis on product development. Experience working with and creating data architectures. Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. Excellent written and verbal communication skills for coordinating across teams. Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Dockers, MySQL, etc. Experience visualizing/presenting data for stakeholders using: Tableau, High charts, D3, gg plot, etc.    Good to have  Minimum 3 years working experience manipulating data sets and building statistical models, has a Master’s in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the software/tools Experience with customizing Data Visualization tools Have fundamental knowledge of blockchain technology Software development experience added advantage A drive to learn and master new technologies and techniques.    What's in it for you  Help shape the future of a Data Analytics and Blockchain start-up in Singapore with global aspirations Be yourself, be engaged and have fun while you're at it Fair remuneration Open work culture ",https://www.mycareersfuture.sg/job/data-scientist-xypher-67ddc86910fa153cc3fa5197cff8b11d,,Government support available
2,Junior Data Scientist,HUBBLE PTE. LTD.,Full Time,Professional,Information Technology,"$3,600to$7,100",Monthly,"Who are we: Hubble is a technology startup focused on revolutionising the Construction Industry. The Construction industry undertakes the world’s largest, most expensive, and complex projects ever dreamt of by mankind. Yet, the Construction industry is notoriously slow to adopt new technologies and as a result, there exists a large amount of inefficiencies and problems that Hubble can create positive value and make a great impact on. This impacts the homes people live in, offices people work in, and cities generations live in. There is no other industry where technology can have a greater impact. Bar none. Hubble’s vision is to build the pillars of trust for the Construction industry and we are on a mission to develop the autonomous self-building construction sites of tomorrow - powered by big data, machine learning, and artificial intelligence.. Our first step to our mission is to track the Man, Machine, Material, and Money (4M) data - for the Construction industry. The 4M data can be used to optimise operations at the worksites as well as to build an automated trading platform for the 4M. We have grown rapidly to become the market leader in each of the 4M verticals: 1. Man: We have more than 10,000 construction workers (~5% market share) on Hubble's platform and have tracked more than 35 million man-hours in total. 2. Machine: We track more than 1.5 million machinery transactions/year and have >US$100 million worth of machinery on Hubble's platform today. 3. Material: We developed Hubble Maps (Patent Pending) for precise indoor material and man tracking. We were awarded BCA's Innovation Grant 2018 and presented our technology to DPM Teo Chee Hean. 4. Money: We are deployed at iconic projects such as Project Jewel, Paya Lebar Quarters, Gardens by the Bay, and City Gate and have tracked more than $1 billion in project value. Interesting fact: We have grown rapidly without any venture funding to become the market leader in this space in less than 1 year. Our partners include the largest and most prestigious Construction companies such as Woh Hup, Lum Chang, Hexacon, Erect Group, Koh Kock Leong Enterprise, Chuan Lim Construction, and OAS Painting and Construction. We have also built the best engineering, product, and business team comprising the best and brightest of Singapore. We are a collegial set up and are extremely collaborative. We are hiring aggressively and are looking for motivated, smart, driven, and resourceful people to join our team. Who are we looking for: Hubble has entered into a 12 - 18 months partnership with 2 leading Data Companies who are experts in big data, machine learning, and artificial intelligence - BoostML (see attached BoostML_Intro.pdf) and A*Star (see here) to help build up Hubble’s data infrastructure and strategy. BoostML will station 3 senior data scientists and engineers at Hubble full time over 18 months. We are looking for a talented Junior Data Scientist/Engineer who is passionate about this space and looking to learn the tools of the trade from the best in the business. You will be learning from BoostML and A*Star to build up Hubble’s data capabilities and take full ownership and leadership of this vertical at the end of 18 months after BoostML and A*Star completes the build up phase. This is an exciting and challenging role and our bet is on you. We want to groom and train you to become the future leaders in Hubble (see What Hubble will give you section). Your current mood: You want to be a data scientist but lack the ‘right’ paper qualifications for the job. You feel that you have talents in abundance but they are not recognised because of ‘paper qualifications’. You want to make an impact at work and make a dent in the universe. You want to be in a dynamic, fun, and energetic environment. You also want to be mentored by the best data scientists and engineers in Asia and aspire to take on leadership role in a fast growing startup. You want to step up to the plate now. You want to bat for home run and help build up the data capability of a fast growing company - Hubble. What Hubble will give you: Hubble is built by a team of talented, driven, and ambitious individuals. We do not subscribe to conventions. We do not let history and traditions dictate and limit our dreams to shape the world. We adopt the same mindset with our hiring. We are looking for the best and we want to bet on you. In this position, we will give you all the exposure and resources you need to eventually grow into the role of Head of Data. If you mindset is right, we promise you the ride of your life. Who will you be working with: If you connect with any of the description below, please apply immediately:  Purpose driven Hungry, ambitions, and self-motivated Meritocratic, results/performance > age/bureaucracy Resourceful, independent, chart our own destiny Determined, perseverance, and hard working Creative, innovative, out of the box  Yes, the above is everyone of us at Hubble. What will you be doing:  Trained under BoostML and A*Star and to be main coordinator To be the overall in-charge with data related matters at Hubble  Processing data pipelines. Build and maintain data mart and data warehouse. Development of Machine Learning apps Development of resource optimisation algorithms such as automated deployment algorithms for 4M ","RequirementsWhat skill sets do you need:  Proficient in Python. Proficient in one query language SQL, such as MySQL. Experience with cloud platform GCE or AWS. Experience with Big Query/ Redshift. Experience with essential tools like Git, Docker. Machine Learning knowledge is highly desirable. ",https://www.mycareersfuture.sg/job/junior-data-scientist-hubble-ea469ffbfdbf74a06767387a8c83c2d3,North,Government support available
3,Data Scientist,PROPERTYGURU PTE. LTD.,"Permanent, Full Time","Executive, Senior Executive",Information Technology,"$7,000to$9,000",Monthly,"The role: PropertyGuru, Asia's leading online property group, is looking for a new data scientist for the Data Science & Analysis Team. After a phenomenal ride of growth, the company is further expanding to new milestones with special focus on Data Science & BI based products. As a data scientist, you will be part of one of Southeast Asia's strongest technology teams working on high impact data science project. In this role, you will lead the research and execution of data science project, working with massive interesting data, and turn them into our key competency. Our websites attract more than 100 million monthly page-views which results in non-stop massive click-stream for behavior data with around 130M of users: we also have the most comprehensive data for property supply and demand in Southeast Asia. Are you ready to turn our massive data into superior consumer satisfaction and remarkable business growth? Responsibilities:  Initiate high impact data science projects and make actionable plan Research and design the core algorithm Develop prototype and some production API Liaise with product owner and engineers to deliver Analyse the performance of data science projects and continuously improve     ","RequirementsRequirements:  PhD in Machine Learning related field, or Master with rich relevant experience Familiar with general ML methods and expert in one of the following field: 	 Deep learning Recommender Supervised learning and feature engineering Personalization Time series analysis   Proven success in applying data science methodologies to business Proficient in a data science language like Python, R, or Scala Familiar with machine learning packages like scikit-learn, TensorFlow etc. Ability to develop stable production API is a plus Logical & systematic, team player, fast learner ",https://www.mycareersfuture.sg/job/data-scientist-propertyguru-d4be4cc0a144ae612200804ff3033310,Central,
4,Data Scientist,PROPERTYGURU PTE. LTD.,Full Time,"Fresh/entry level, Junior Executive, Senior Executive",Information Technology,"$5,000to$7,000",Monthly,"PropertyGuru, Asia's leading online property group, is looking for a new data scientist for the Data Science & Analysis Team. After a phenomenal ride of growth, the company is further expanding to new milestones with special focus on Data Science & BI based products. As a data scientist, you will be part of one of Southeast Asia's strongest technology teams working on high impact data science project. In this role, you will lead the research and execution of data science project, working with massive interesting data, and turn them into our key competency. Our websites attract more than 100 million monthly page-views which results in non-stop massive click-stream for behavior data with around 130M of users: we also have the most comprehensive data for property supply and demand in Southeast Asia. Are you ready to turn our massive data into superior consumer satisfaction and remarkable business growth? Responsibilities:  Initiate high impact data science projects and make actionable plan Research and design the core algorithm Develop prototype and some production API Liaise with product owner and engineers to deliver Analyse the performance of data science projects and continuously improve ","RequirementsRequirements:  PhD in Machine Learning related field, or Master with rich relevant experience Familiar with general ML methods and expert in one of the following field:     Deep learning Recommender Supervised learning and feature engineering Personalization Time series analysis   Proven success in applying data science methodologies to business Proficient in a data science language like Python, R, or Scala Familiar with machine learning packages like scikit-learn, TensorFlow etc. Ability to develop stable production API is a plus Logical & systematic, team player, fast learner ",https://www.mycareersfuture.sg/job/data-scientist-propertyguru-b4bba92a8c91326eb85997fdd522818a,Central,
5,Data Scientist,AZENDIAN SOLUTIONS PTE. LTD.,Full Time,Manager,Information Technology,"$8,000to$16,000",Monthly,"We are the data people. Everything we do center around data. We manage data, use them and prepare organisations to transform their culture and operations towards a data and insight driven approach. And now, we are starting a Smart Buildings division. Our vision is to use data science to bring buildings into the 21st century. Our products and services aim to manage energy costs, generate insights for the facilities team and make every experience in a building seamless. We’re looking for a Data Scientist to join our Product Development Team and spearhead all data science activities related to developing products for our software-as-a-service platform. Responsible for overseeing the data science team, the successful candidate manages the full lifecycle of the process of question formulation, design, research and development, implementation, and testing. The current team is comprised of 3 machine learning engineers who are keen to be led and mentored by the successful candidate.  The raw data can be a mixture between categorical and time series data with problems ranging from real-time optimization to analytics/descriptive product solutions. As a Data Scientist with Azendian, you will have a chance to make a global impact as the application of data science in this domain is still at its infancy.","Requirements Lead all R&D direction for product development Work with stakeholders to understand the business case and provide input Manage end-to-end lifecycle of building and validating models Identify desired/required dataset and data sources Provide input into the development of backend systems Guidance and mentoring for team members  Requirements  3+ years of experience in manipulating data and developing models and algorithms Experience in writing production grade algorithms Demonstrated expertise in Machine Learning and Optimization, especially time series data Proficiency in applying advanced statistical techniques  Demonstrated expertise in practical data processing, data mining and information retrieval tasks Experience working in cross-functional team environment Excited to gain knowledge in a new domain Strong intellectual curiosity and a passion for solving high impact real-world problems Excellent communication, leadership, relationship skills and a strong team player ",https://www.mycareersfuture.sg/job/data-scientist-azendian-solutions-7cd339858db216372bcee150d25d2e64,,Government support available
6,Data Scientist,INFOCEPTS PTE. LTD.,Permanent,Middle Management,Information Technology,"$7,000to$10,000",Monthly,"Introduction:  We’re seeking an experienced data scientist to deliver insight to us on a daily basis. The ideal team member will have the mathematical and statistical expertise you’d expect, but a natural curiosity and creative mind that’s not so easy to find. As you mine, interpret, and clean our data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden within—all with the ultimate goal of realizing the data’s full potential. You will join a team of data specialists, but will “slice and dice” data using your own methods, creating new visions for the future. Job Description Responsibilities:  Provide business with meaningful data by using data mining techniques, including pattern detection, graph analysis or statistical analysis. Work with the business stakeholders to identify data requirements, model and frame business scenarios that are meaningful and which impact on critical business processes and/or decisions. Identifying important datasets out of tons of data provided to you based on retail domain knowledge and interaction with business stakeholders Manage mapping of data fields from Relational databases to NoSQL data bases Design data models in non-relational databases and migrate data from relational to non-relational databases Enable data validation frameworks to validate data migrated from relational to non-relational databases Ability to independently process, sanitize, and verifying the integrity of data used for analysis Ability to enhance/optimize data migration procedures to include data that is relevant for building analytic systems Support reporting analysts in enabling the required data in flattened structures Work with IT teams to support data collection, integration and retention requirements based on the input collected with the business. Ensure that the information used follows the compliance, access management and control policies of the organization. Suggest ongoing improvements to methods and algorithms that lead to findings, including new information. Understand the use and ability to employ the appropriate algorithm to discover patterns. ","RequirementsSkills and Qualifications:  Relevant years of experience i.e. minimum 3+ years of experience in data or statistical analysis, with mathematical and causal modelling skills Experience of analyzing data from relational data sources, Flat files, CSV files Experience of writing Advanced SQL (Oracle, SQL Server, MSACCESS), Hive Query Language (Hadoop) queries for Data Reconciliation, Data Completeness, Data cleanness, Data Transformation, Segmentation, Normalization and Data Quality tests. Good understanding of ETL Concepts and Data Modelling in RDBMS vs non-relational database Knowledge of working on NoSQL technologies like Hadoop, MapR, Cassandra etc. Working with data visualization frameworks for web applications such as D3.js, HighCharts etc. would be an added advantage Candidates with exposure in retail domain will be preferred Exposure in working in Agile environments Must be an individual contributor Engineering from premier institutes (preferably in statistics, applied math, or related discipline) Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets. ",https://www.mycareersfuture.sg/job/data-scientist-infocepts-f5ec58e8489a1fa90be0fd24f05dfd97,East,Government support available
7,Postdoctoral Fellow / Research Fellow (Data Analytics) / Data Scientist,NATIONAL UNIVERSITY OF SINGAPORE,Contract,Professional,Sciences / Laboratory / R&D,"$5,000to$6,500",Monthly,"Post-doctoral Research Fellow (Data Analytics) / Data Scientist  The Saw Swee Hock School of Public Health (SSHSPH) at the National University of Singapore (NUS) is seeking a postdoctoral research fellow to assist in a study on the use of preemptive pharmacogenotyping (PGx) in Singapore. The objective of this study is to identify the optimal patient selection strategy and multiplex gene panel composition for cost-effective use of preemptive PGx. Results will be used to inform policy making, reimbursement decisions and communication strategies on preemptive PGx. Successful candidates will be appointed on a 12-month contract. The specific role of the Data Scientist is to apply data mining, machine learning and text analytics techniques to electronic medical records and develop automated algorithms that can identify adverse drug reactions from clinical notes. Job scope: • Develop automated algorithms that can identify adverse drug reactions from clinical notes with high accuracy • Conduct training on data mining, machine learning and text analytics technique for other research team members without a similar background • Prepare conference abstracts, manuscripts, presentations, etc. • Collaborate in an inter-disciplinary team The grade of appointment will be accorded based on candidate’s academic qualifications and years of relevant experience.","Requirements• Possess a Master or PhD in a relevant field such as computer science, bioinformatics, operations research, biostatistics, etc • Extensive working experience with text analytics and machine learning software such as R, Apache OpenNLP, Rapidminer, NVivo, Google Cloud Natural Language, etc is essential • Background in health sciences is a plus • At least 3 years of relevant working experience in text analytics • First author publication(s) in reputable international journal(s). Interested applicants should send the following documents: a. Cover letter highlighting career goals and relevant experience b. Curriculum Vitae, containing details of three named referees",https://www.mycareersfuture.sg/job/postdoctoral-fellow-research-fellow-data-scientist-national-university-singapore-6d73c089695eca94fa8805c4cddd9f72,South,
8,Data Scientist,NIOMETRICS (PTE.) LTD.,Permanent,Professional,Information Technology,"$5,000to$10,000",Monthly,"WHAT WE DO Niometrics captures, organises and extracts insights from some of the biggest and most complicated datasets that our modern societies currently produce. We put a magnifying glass on the realities collectively constructed by billions of connected individuals and machines, making sense of how humanity is re-creating wholly new digital universes with bits and bytes – universes that need to be seen, interpreted and explained. From taking deep dives into digital behaviours, to exploring the most intimate interactions between network technology and user experiences, we do it all. Our Data Science team consists of ambitious, creative and passionate individuals, united in the common goal of making a difference. With millions of users generating hundreds of TBs of data daily, our day-to-day job becomes an adventure of connecting digital signals with real-life habits to formulate granular audience insights – who they are, how they behave, and ultimately, how we can expect them to behave in the future. The action does not stop there – we also take pride in working with the latest high-end hardware and world-class software architecture. This means there are virtually no limits to the scope of future events we can model, giving us insights on not just people, but also the entire inter-connected ecosystem to which they belong. We are perfectionists and we do not hide it. You will join a thrilling environment, implementing and deploying data science solutions that are both efficient and secure, setting the basis for a groundbreaking software platform for the long run.  YOUR ROLE AS DATA SCIENTIST As a Data Scientist, you will work end-to-end, leading entire projects and owning their outcomes through their entire lifecycle. You will formulate hypotheses on structured and unstructured data, design experiments, draw meaningful conclusions and effectively communicate the results to business stakeholders. You will be part of a relentless team, curious to extract the highest value possible in the most effective way. You will put into action your machine learning skills, and together, we will build optimum algorithms for regression, classification, clustering, and information extraction.","RequirementsWHAT WE VALUE  BA/BS (or MA/MS) or equivalent experience in applied Data Science. Proficiency in statistical packages and ML libraries for both big and not so big data (e.g. Python SciPy ecosystem, NLTK, Tensorflow or equivalent, Spark ML and MLlib, etc.) In depth knowledge of cutting-edge machine learning algorithms, as well as the strengths and weaknesses of the different methods and algorithms on different applications. Experience in Unix systems and scripting in bash. Proficiency in code optimisation (knowledge of Cython or similar) ",https://www.mycareersfuture.sg/job/data-scientist-niometrics-58df9d0a198b87cd09c6aafc33abc1b7,East,
9,Data Scientist,NTUC ENTERPRISE NEXUS CO-OPERATIVE LIMITED,Full Time,"Professional, Executive, Senior Executive","Information Technology, Others","$4,000to$7,000",Monthly,"The rapid adoption of technology and mobile devices have contributed to vast new flows of information which are larger in volume, faster in velocity, diverse in variety, and requires veracity of the information for use. This new type of information composed of structured and unstructured data, broadly known as big data (and combined with tools and platforms), if utilized well, could radically improve business performance. As the organization embarks to become a data-driven organization, significant decisions and value generation will be based on the data that we capture and deploy. The 7 SE’s range in a broad scope of data from FairPrice (retail), Income (insurance), Unity (healthcare), FoodFare (F&B), LearningHub (training), First Campus(ECE), Link (membership). The leaders of these groups are keen to utilize the data to drive growth, deliver customer service, and create personalized experiences. In this role you will work with various industries and most diverse datasets in Singapore. We are seeking a strong candidate with advanced analytics experience to fill a data scientist position within NTUC Advanced Analytics Centre.  The role will be responsible for executing analysis and data science modelling that delivers valuable insights, providing predictive analytics solution with high quality and make sure the deployment with sound business sense. You will be proficient in the application of customer transaction data, click-streaming data and unstructured data & analytics techniques to domain specific problems such as customer segmentation and targeting, cross- sell/up-sell propensity model, acquisition model, retention model and marketing campaign testing, recommendation and personalization etc. Responsibilities: ·       Work with various teams to plan, identify, collect and integrate data from multiple systems ·       Building and automate of the data workflows such as extraction, transformation and load (ETL) to transform raw data for analytic purpose ·       Define analytical strategy to address identified opportunities, including analytical approaches, data and technology requirements. ·       Develop models and perform statistical analysis to solve various strategic business problems,  e.g. customer segmentation and targeting, propensity model, acquisition model, retention model and perform marketing campaign testing. ·       Communicate and present key analytical findings to senior management and/or other stakeholders with actionable recommendations.  ·       Deploy analytical/optimization solutions to drive growth ·       Work with other data scientists in the team to drive projects","RequirementsRequirements: ·       Master in Statistics, Computer Science, Operations Research. ·       Familiarity with consumer marketing and ideally have industry experience (e.g. Retail, consumer banking, ecommerce, insurance etc)  ·       Deep understanding of statistical analysis, data mining and machine learning  ·       Experience in working with large structured and unstructured data sets ·       Team player to build strong business partnerships ·       Have competency in one or more of the following programming languages or tools:  Python, R, Spark, Hive, Impala Pig or Scala ·       Ability to write production code will be an advantage    ",https://www.mycareersfuture.sg/job/data-scientist-ntuc-enterprise-nexus-co-operative-892da7cd8e95ca26dd6d96a07bea58c9,,Government support available
