,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
0,"Data Analyst, APAC",TRAX TECHNOLOGY SOLUTIONS PTE. LTD.,Permanent,Senior Executive,"Others, Sales / Retail ",Salary undisclosed,,"Trax is the world leader in computer vision solutions for retail, ranking in the top 25 Fastest Growing Companies on Deloitte's Technology Fast 500 list. The company enables tighter execution controls in-store and the ability to leverage competitive insights through their in-store execution tools, market measurement services and data science to unlock revenue opportunities at all points of sale. Trax does this using smartphones, tablets, fixed cameras and robotics to gain actionable shelf analytics in real-time.   With over 175 clients, in over 50 countries, top brands such as Coca-Cola, AB InBev, Nestle, Henkel, PepsiCo and many more, leverage Trax globally to manage their in-store execution and increase revenues at the shelf. Trax is headquartered in Singapore with offices worldwide. To learn more about Trax, please visit www.traxretail.com.   Role: Data Analyst, APAC   Reporting into the Head of Customer Success Manager & Sales Engineering, APAC, the Data Analyst will be responsible for driving and supporting business engagement data needs ranging from insights driven data mining, development of presentation and data models for KPI trending for POC / pilots and ensuring that Trax can meet the customer needs to utilize the data.   Primary job responsibilities include but are not limited to    Interpret data, analyze results using descriptive techniques and provide ongoing reports Implement data analytics and other strategies that optimize data management efficiency and quality Acquire data from primary or secondary data sources, SQL mandatory Identify, analyze, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports, printouts, and performance indicators Work with management to prioritize business and information needs Work with Sales team to locate and define new process improvement opportunities Data visualization and data storytelling experiences are good to have       ","RequirementsSkills and Requirements   Proven working experience as a data analyst or business data analyst with around 3-5 years of experience. Technical expertise regarding data queries (i.e. joins), data mining and segmentation techniques Knowledge of statistics and experience for analyzing datasets (Excel, SPSS, SAS etc.) Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy Adept at queries, report writing and presenting findings Independent and self-driven Effective communication and written skills Good PowerPoint presentation and ability to create presentations for internal and external use    Education  Degree in Mathematics, Statistics, Computer Science or Economics ",https://www.mycareersfuture.sg/job/data-analyst-apac-trax-technology-solutions-81062e27e4e842e05f1440d5027c50d9,,Government support available
1,Senior Data Analyst,THOUCENTRIC PTE. LTD.,Permanent,Senior Executive,Information Technology,Salary undisclosed,,"The Sr. Data Analyst will work on acquiring, storing, governing and processing huge sets of structured / unstructured data. You will bring a vision of the big data solutions landscape for choosing optimal architecture components to use for these purposes as well as a set of data engineering skills for implementing enterprise data foundation. Develop real-time and batch data ingesting and processing pipelines to be used for used for analysis, dashboards, alerts and visualization to optimize the processes within a business function. Job Description:  Work closely with partner teams to establish the optimal technical solution\architect to business problems Work on R Programming Monitor & manage data pipelines, ensuring accuracy and stability Identify big data frameworks/component that would best fit to required capabilities          Define and document the Project Objectives, Scope, Assumptions, Risks and Mitigation Integrating data platform with other internal system across the region Gather and process data at scale, tackling challenges coming from unstructured data, real-time processing, data quality etc. Develop a detailed project plan with tasks, resources, time-lines, status tracking Monitor and track progress of the project plan Enable data management capabilities to govern enterprise data / metadata and provide an easy and secured access to them Manage timely appropriate communication and relationship with clients, vendors, partners and other stakeholders You work collaboratively with the entire Data and Analytics team, providing support to the entire department for its data centric needs. Own the project plan's delivery on-time and in scope to the satisfaction of all stakeholders Perform periodic risk assessment and minimize risks through appropriate planning and escalation Maintain a comprehensive project documentation that is reusable You also play a supporting role to various departments across the business where you support and provide useful insights on the implementation of workflows, as well as the data warehousing department in the implementation of the data warehouse for the new big data platforms     ","RequirementsRequired Skills:   Strong skills in R Understanding of Azure Platform Working knowledge of Azure Tables, Blobs, Queues and Files Skills in DML and DQL in RDMS – MSSQL, MySQL  Optional Skills:  Working Knowledge of ETL, MDM and Data Mapping Knowledge in distributed system e.g. Apache Mesos, Hadoop, Spark, Kafka Knowledge of Machine Learning is a plus Understanding and Usage of Azure Machine Learning Studio is a plus  Minimum 3-5 years of experience working as a Data engineer ideally in a sales function environment   Personal Attributes  Ability to cope in a complex and fast-changing business environment, and to respond calmly and rationally to changing aspirations in a deadline-driven situation. Strong planning and organizing skills including the ability to manage several work streams simultaneously. Excellent communication skills with a capacity to present, discuss and explain issues coherently and logically both in writing and verbally. Good influencing and persuasion skills with the ability to enthuse and inspire multidisciplinary teams and build successful relationships at all levels. Good team player, self-motivated and able to work on own initiative. Clear decision-making ability with the facility to judge complex situations and assess when to escalate issues. Ability to balance conflicting and changing demands through prioritization and a pragmatic approach. ",https://www.mycareersfuture.sg/job/senior-data-analyst-thoucentric-7ad2d604984c428da533a48377b20e4f,South,Government support available
2,Junior Data Analyst,STREETSINE SINGAPORE PTE. LTD.,Permanent,Junior Executive,Information Technology,"$3,500to$4,500",Monthly,"Junior Data Analyst Job Description Description: StreetSine Technology/Singapore Real Estate Exchange (SRX) is a digital analytics company  specializing in Singapore and Hong Kong real estate. Its data offerings, analytic products and consultancy are well­ recognized and are widely used in the real estate industry and government organizations. We are expanding regionally and are currently looking for a Data Analyst/Data Scientist ­in ­training to be part of our Business Analytics team. You will be part of the Data  team, honing your skills to be a full fledged Data Analyst by working closely with the Head of Data and other stakeholders to: 1. Initiate rapid studies and implement algorithms and methods to take business advantage of new information and data. 2. Implement various computational techniques to support Descriptive, Predictive and Image analytic assignments. 3. Implement data quality improvement strategies 4. General data administration  ","RequirementsJob Requirements: Expected Competencies A fast, adaptive yet meticulous learner having the following qualities: 1. Data Analytic Skills Quickly develop an understanding of the real estate domain, recognizing major stakeholders in the industry, recognize problems its stakeholders are solving, exploiting opportunities in the industry and understanding real­ world data issues. 2. Technology Understanding Being able to translate business problems into something solvable by technology and computational methods, at the same time understanding their respective strengths/weaknesses and tradeoffs. 3. Technical Competency High coding standards, understanding efficient program design and optimization methods. Requirements - Diploma in any quantitative/computational discipline - Comfortable in Linux or similar Unix systems (or willing to learn) - Experience in MySQL and similar Database querying languages. - String Experience in one and/or many of these languages: Python, Perl, R (Bonus points for more) - Bonus Points for knowledge and experience in Java   Salary Range is $3,500 to $4,500 per month. Fresh grads may apply.  ",https://www.mycareersfuture.sg/job/junior-data-analyst-streetsine-singapore-32ed1ebc87edb12e3e84d712f50a66a5,Central,Government support available
3,Data Analyst at Viki Inc,VIKI PRIVATE LIMITED,Full Time,Professional,Engineering,"$6,000to$8,000",Monthly," Viki, a Rakuten Company (Japan Stock Exchange: 4755), is a global TV site with more than 32 million viewers a month watching the world’s primetime TV and movies, subtitled in 200 languages by a community of fans. With billions of videos viewed and more than 800 million words translated, Viki brings global entertainment to fans everywhere.  We are in search of a Data Analyst.  Reporting to the Director of Analytics, you will be joining a talented, collaborative team at the forefront of exciting new ventures in the digital media space.    Viki collects gigabytes of data daily in order to understand our users, learn about content trends and use it to guide our product strategy and marketing activities. As a Data Analyst, your job will be to work with large datasets and help various teams at Viki to effectively utilize this data for decision making. A successful candidate will enjoy working with big data sets and has a proactive and organized approach to solving problems. Essential duties and responsibilities may include, but are not limited to:   Work with various teams to understand their data needs and create useful reports and dashboards for them  Generate insights for Product and Growth teams by analyzing A/B tests and experiments data  Analyze content consumption data to help Content Marketing teams identify which shows perform well on Viki  Deep dive into big data and provide Business Intelligence/Analytics support to key business/financial initiatives company wide  Solve problems arising from dynamic data and changing requirements  Work with Developers and various Product teams to ensure that data collection and tracking has been correctly implemented   Any unsolicited resumes/candidate profiles submitted through our website or to personal email accounts of employees of Viki are considered property of Viki and are not subject to payment of agency fees.","Requirements  B.S. in Computer Science or similar applied technical field  Experience with SQL and Databases  Solid quantitative and analytical skills (prior experience with R, Matlab or Excel)  Interest in large scale data mining, reporting and insights mining  Experience with Hadoop or MapReduce is a plus  Prior experience with working in a web/mobile company is a plus ",https://www.mycareersfuture.sg/job/data-analyst-viki-viki-31ea3806e6d565880e783372121f1d63,Central,Government support available
4,HR Data Analyst / MNC / Central / 5 days week / 1 year contract,CAREER TREND PTE. LTD.,Contract,Executive,Information Technology,"$4,000to$5,500",Monthly,"Responsible in supporting to develop and implementation of HR data governance framework across group of companies to ensure data quality and standard of HRIS.  Provide system and process governance with the objective of maintaining a regional system with standardization of HR Processes  Proactively seek opportunity to standardize data definition and data field to continue improve data quality.  Gather data to examine, identifies data gaps for data patching.  Identifies data patterns & trends, and provides insights to exchange business decision making capability in business planning, process improvement, and solutions assessment.  Audit data to ensure the information is captured meaningfully.  Serves as Human Resources analytical expert in support of building report, processes, data mining to business decision making.  Provide guidance to HR community on data definition, rules, policies accordance to governance framework or SOP on preparation of statistics, reports, data analysis and interpretation.  Provide mentorship to HR community on data related programmes, such as report generation, data mining to draw insights and trends to make sense of data.  Drive data governance awareness program across group of companies to ensure data quality and integrity.  Prepare, maintain and present data quality reports as required.","Requirements5-7 years of experience in a technology based MNC. • Experience in data analysis, including understand data structure, handling multiple data source, inspection, cleansing, understanding data structure, multiple system platform integration and transforming data. • Proficiency in SQL, Publisher, Oracle Fusion OTBI, SAP,IBM Cognos TM1, Microsoft Office (Macro, Access, Word, Excel, Powerpoint). • Degree in Computer Science or related discipline • Independent, result-oriented, meticulous with analytical ability. • Well organised and disciplined in maintaining documentation • Proactively identify data issues, ability to provide resolution to correct data to ensure data integrity. • Self-motivated, attentive to details with good interpersonal skills. If you are keen in this position, kindly send your resume to ec@careertrend.com.sg (Eileen Chin, EA Personnel Registration No.: R1108737)",https://www.mycareersfuture.sg/job/hr-data-analyst-mnc-central-5-days-week-1-year-contract-career-trend-0c3a69063a22450c81d26565c20cce5f,Central,
5,"Data Analyst, Google Pay - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Executive,Banking and Finance,"$6,600to$13,200",Monthly,"Company overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Finance The name Google came from """"googol,"""" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business. The role: Data Analyst, Google Pay - Singapore Financial Analysts ensure that Google makes sound financial decisions. As a Financial Analyst, your work, whether it's modeling business scenarios or tracking performance metrics, is used by our leaders to make strategic company decisions. Working on multiple projects at a time, you'll stay focused on the details while finding creative ways to take on big picture challenges. Additional Role Description: As a Data Analyst, you are passionate about metrics, quantitative analytics, and analytical methods and tools. You will coordinate across functions to dissect business, product, growth, acquisition, retention, and operational metrics. You will take initiative to help leverage data, identify tactics, and define strategy. Additionally, you will conduct analyses and gather data, requirements specification, processing, and final business recommendations, collaborating with Product teams to help build future looking business models.   In this role, you will help us shape Tez, Google's payments product in India. Your work will help our leaders make strategic decisions. You will demonstrate and ability to handle multiple projects at a time, focusing on the details and finding creative ways to take on big picture challenges. Responsibilities: - Work with large, complex data sets to solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. - Design effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information. - Drive visibility into business performance. Conduct regular metrics reviews, planning, and forecasting.","RequirementsMinimum qualifications: - Bachelor's degree in Computer Science, Mathematics, related quantitative field, or equivalent practical experience. - 5 years of work experience with databases, SQL coding across standard commercial databases (e.g., Teradata, MySQL), and statistics tools (e.g., R, MATLAB, Python). - 5 years of experience with quantitative analysis/modeling (e.g., scenario-based, sensitivity analyses, statistical techniques) and reporting. Preferred qualifications: - Experience as a business/quantitative analyst in e-commerce or Payments and/or financial services. - Experience with one or more coding and/or scripting languages (e.g., Python, R, SQL, Stata, or MATLAB). - Ability to take initiative in an unstructured environment, demonstrating a bias towards action and high attention to detail. - Ability to communicate with a senior management. - Excellent business judgment, problem-solving, analytical, and leadership skills. - Excellent partnership and cross-functional collaboration skills.",https://www.mycareersfuture.sg/job/data-analyst-google-pay-singapore-google-asia-pacific-63467be01a0a69fe3a1013af2eabe5d1,South,Government support available
6,Office of Planning - Manager (Data Analyst / Scientist),Republic Polytechnic,Full Time,,"Education and Training, Public / Civil Service","$5,700to$6,300",Monthly,"You will be part of a new Data Analytics (DA) Unit that is responsible to drive the following objectives  Undertake DA projects, in partnership with internal departments as well as other organisations, on students’ learning and outcome, staff teaching, policy formulation/changes, work processes improvement and strategic planning. Provide advice and guidance to other departments to undertake DA projects; Champion and promote the use of data analytics; Work with internal and external technical teams to ensure usability and integrity of data for DA work  As a Data Analyst/Scientist, you will have the opportunity to:-  Translate business requirements and objectives into data models and effective implementation/ dashboard solutions. Migrate existing excel-reports and design dashboards and reports using visualization tools such as Tableau. Adopt and apply suitable machine learning, predictive models or other relevant techniques on a variety of data to derive meaningful statistics, uncover new actionable insights and predictive analytics. Promote understanding of the ecosystem of Data Science/ Big Data tools including data extraction and transformation Collaborate with end users, software development and database engineers in the planning, development and delivery of solutions. Recommend and communicate data-driven findings to both technical and non-technical stakeholders.  Spearhead objectives of DA Unit in alignment to RP’s organisational mission.   Requirements:  Experience in working with visualisation tools such as Tableau and creating insightful visualisation and analytics. Ability to create optimized data models and dashboards to address the business requirements from data sources such as MS SQL, Excel and flat file formats. Excellent people skills — you’ll be meeting with stakeholders to translate business needs into technical requirements. Strong attention to detail, time management skills and ability to work under pressure Relevant qualification in technical field such as Information Technology or equivalent Minimum of 2 years in data science, engineering or analytics role. Less experienced candidates may be considered for appointment as Assistant or Deputy Manager. Experience in using Python, R, databases/ SQL, machine learning techniques and in Education organisations or Institutes of Higher Learning will be advantageous.   ",,https://www.mycareersfuture.sg/job/office-planning-manager-republic-polytechnic-ba6127e745a10ce5155e458624a308bb,,
7,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Permanent,Professional,Information Technology,"$3,500to$6,200",Monthly,"  CRM Data Analyst A well-established British recruitment company is looking for a CRM Data Analyst, Asia Pacific to be based in Singapore. Having been in the industry for over 40 years, they have greatly expanded to include operations in various continents such as Asia Pacific, Africa, America and more. Some of their key industries include Financial Services, Healthcare, FMCG and Professional Services. Being part of the Group Services: Marketing team, you will report to the Senior CRM Manager, Asia Pacific. You will support the business in their data analytics requirements, propose methods to acquire and retain customers as well as be involved in growth campaigns across the APAC region. If this is something you are looking for, apply now! Responsibilities:  Inform stakeholders and the business on upcoming methods involving data management Analyse data to inform business development and campaigns Work with IT to manage CRM system and data warehousing Be involved in CRM initiatives and oversee execution of campaigns Maintain and improve data management processes and accuracy Recommend and manage end-to-end marketing campaigns based on analysis of customer and client data Act as a liaison between the IT and CRM team to identify consumer segments to be targeted for campaigns Propose and implement database segmentation Carry out surveys to obtain feedback on how to improve business processes Provide advise and recommendations where necessary for business growth   ","RequirementsRequirements:  At least 2 years of data analysis, coding and reporting experience in a SQL Server environment Experience in SQL data extraction, overseeing and driving campaigns and projects Analytical, data-driven, well-versed with Excel SQL experience is a must Ability to build strong relations with internal and external parties Experience working with several SDLC methodologies such as Waterfall and Agile Experience in PowerBI, Exact Target, Salesforce Marketing Cloud, Pardot or Marketo is preferred Experience managing campaigns, projects, proposals and presentations to senior management is preferred Exposure working with various teams across several regions is preferred Experience with Crystal Reports or other reporting package is advantageous  Interested? Apply away! Sophia Holmans - EA License: 11C4388 Registration: R1872027",https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-72550b8ea34bcc4bb37f4efba636afd6,Central,
8,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Permanent,"Professional, Executive",Information Technology,"$6,000to$10,000",Monthly,"CRM Data Analyst A well-established British recruitment company is looking for a CRM Campaign Data Analyst, Asia Pacific to be based in Singapore. Having been in the industry for over 40 years, they have greatly expanded to include operations in various continents such as Asia Pacific, Africa, America and more. Some of their key industries include Financial Services, Healthcare, FMCG and Professional Services. Being part of the Group Services: Marketing team, you will report to the Senior CRM Manager, Asia Pacific. You will support the business in their data analytics requirements, propose methods to acquire and retain customers as well as be involved in growth campaigns across the APAC region. You will have the opportunity to implement improvements to their CRM processes and can expect to be promoted to a Manager in your next appraisal review, upon exceptional performance. If this is something you are looking for, apply now! Responsibilities:  Inform stakeholders and the business on upcoming methods involving data management Analyse data to inform business development and campaigns Work with IT to manage CRM system and data warehousing Be involved in CRM initiatives and oversee execution of campaigns Maintain and improve data management processes and accuracy Recommend and manage end-to-end marketing campaigns based on analysis of customer and client data Act as a liaison between the IT and CRM team to identify consumer segments to be targeted for campaigns Propose and implement database segmentation Carry out surveys to obtain feedback on how to improve business processes Provide advise and recommendations where necessary for business growth ","RequirementsRequirements:  At least 5 years of data analysis, coding and reporting experience in a SQL Server environment Experience in SQL data extraction, overseeing and driving campaigns and projects Analytical, data-driven, well-versed with Excel SQL experience is a must Ability to build strong relations with internal and external parties Experience working with several SDLC methodologies such as Waterfall and Agile Experience in PowerBI, Exact Target, Salesforce Marketing Cloud, Pardot or Marketo is preferred Experience managing campaigns, projects, proposals and presentations to senior management is preferred Exposure working with various teams across several regions is preferred Experience with Crystal Reports or other reporting package is advantageous  Interested? Apply away! Sophia Holmans - EA License: 11C4388 Registration: R1872027",https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-dccc8a3b7b4f2f1946c7e0d24ea01269,Central,
9,Data Analyst,99 PTE. LTD.,"Permanent, Full Time",Junior Executive,Engineering,"$3,600to$4,000",Monthly,"99.co is looking for a Data Analyst to join our diverse team of people who are passionate about taking the real estate industry properly into the age of technology through innovation and a desire to solve its multitude of challenges.  A numbers person, a communicator and a storyteller all in one, the analyst would partner closely with the product team to identify new opportunities and translate data to useful and actionable insights; steering and guiding the company in making an effective product and business decisions.  What you'll do:  Take ownership in delivering prompt, accurate and reliable data analysis in your area of ownership Partner closely with product and business teams on strategic deep dives, plan data metrics, and ad-hoc data requests Identify, analyse, and interpret trends or patterns in complex data sets Source and analyse consumer and agent behaviour data to help us improve existing algorithms Partner with business leads to understand, predict and provide solutions for the respective teams' data needs Locate and define new process improvement opportunities Taking lead on projects, as needed.    ","RequirementsWhat you are/have/will be:  2-3 years of working experience in a Business Intelligence or Analytics role is highly preferred, exceptional fresh graduates will be considered Proficiency in SQL is a must Familiarity with Python and R is a + Ability to embrace both the charms of individuality and teamwork Strong critical thinking with the ability to organise and prioritise data requirements and needs from business stakeholders in a logical manner Detail oriented and able to work efficiently in a fast-paced team environment Excited about learning new technologies and translating data into business solutions Detail-oriented or someone who reads everything and will paste an html peace character somewhere in your application ;) ",https://www.mycareersfuture.sg/job/data-analyst-99-2c1cd1db7ee7ac80264d94b0dc01481b,West,Government support available
