,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
0,Senior Data Engineer (Data Science and Artificial Intelligence),Maritime and Port Authority of Singapore,Permanent,Executive,Public / Civil Service,Salary undisclosed,,"As a core team member of the MPA Data Science and Artificial Intelligence department, the data engineer primary duties are to design, build, integrate MPA’s various data science platforms and systems. Reporting to the Chief Information Officer (CIO), you will be heavily involved in shaping the department’s strategic development and future roadmap.  You will drive the establishment of MPA’s Data Science Centre of Excellence to support the building, development and scaling of next-generation data systems in MPA, including the Singapore Maritime Data Hub, MPA Big Data Platform and internal Data Lake. You will also be responsible for the end-to-end management of MPA’s Hadoop-based Big Data Platform including design, prototyping, productising, optimising and maintaining data pipelines and data sets to support data science team in conducting quantitative analysis and developing machine learning and AI applications. You would be expected to work closely with the application development teams, business users, data analysts and maritime technology community to support data sharing, system integration and application testing. You will also determine the efficacy of our current data architecture and work with the IT team to map out strategy plans to strengthen data management, data governance, data privacy and cyber security issues. We are looking for experienced hires who possess the following:  A relevant qualification  in IT, Engineering, Computing, Data Science or other related disciplines with at least 5 years of work experience in a data engineering role or similar function. Experience in developing near real-time big data infrastructure and deploying high performance production systems to support data science, machine learning and AI algorithms/applications.    Experience in enterprise data platforms and Big Data tools:-Apache Hadoop ecosystem and related tools (HDFS, MapReduce, Kafka, Spark, Hive, NiFi).-Cloud-based data platforms (Cloudera, Talend, HortonWorks, AWS, Google BigQuery, Microsoft Azure).- Enterprise database and data warehouse management (Sybase, SAP, MySQL, SQL Server, Oracle, PostgreSQL). Experience with building data or metric-driven experimentation platform e.g. to conduct A/B testing experiments. Candidates with knowledge or experience in any of the following areas would have an added advantage:- Knowledge of AI programming and applications (deep learning, natural language processing, neural networks).- Experience in software development or strong programming skills (Python, R, Java, C++).- Experience working on Talend Data Management System.- Knowledge of machine learning tools, libraries and techniques (eg. TensorFlow, Scikit-learn, Pytorch).- Familiar with data visualisation tools (Tableau, Qlik).- Familiar with API frameworks and development.- Strong communication skills with ability to articulate and present complex data insights and information for broad range of audience. ",,https://www.mycareersfuture.sg/job/senior-data-engineer-maritime-port-authority-singapore-5e04d9fe6a97ad7bd5cb86353a193535,,
1,"Data Engineer,  Information Technology Group (ITG)",Ministry of Social and Family Development,Contract,,Public / Civil Service,Salary undisclosed,,"Responsibilities You will be a member of the IT Group and will participate in the Technology Transformation to develop, innovate, enhance and manage technology related initiatives and applications in order to bring about more timely and effective capabilities to support MSF’s strategic goals.   Evaluate and recommend technology solutions, practices and trends such as viable technology platforms, data management and analytics solutions   Source for suitable solutions (any combination of solutions comprising hardware, software etc) to support MSF’s needs and assess how they can meet MSF’s needs   Lead the design and develop the Data architecture roadmap, including data modelling, metadata design and management, analytical data marts, data warehouse/lakes, Data Integration Processes, Database Resource Planning, Infrastructure Performance, Data Governance and Security Management as well as design, architecture, implementation, and documentation of scalable ETL processes, pipelines, pathways and dimensional data models.   Responsible for data profiling, data analysis, data specification, data flows mapping, business logic documentation associated with new or modified data capture requirements   Responsible for validating business and functional requirements of assigned projects. Participate and lead data requirement gathering sessions with subject matter experts, data analyst/scientists, user communities, and other IT stakeholders   Review functional specifications and detailed technical designs from vendors to ensure project requirements are addressed efficiently and design is scalable   Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem   Implement tools to support Data Governance roles and processes to accelerate adoption and Data Governance maturity   Work with Data Scientists, Researchers, Business Analysts, etc. to build scalable Data Analytics applications using advanced analytics.   Technical/Functional competencies required:    Tertiary qualifications in a related discipline, preferably in information systems, business analytics, computing science   At least 6-8 years of working experience in implementation of technology projects related to data modelling, data warehousing, data integration / ETL processes, data governance and data analytics, with good understanding of supporting technologies   Good knowledge and experience in data integration, data quality, data governance and database technologies   Relevant experience and knowledge of how people, process and technology can come together to enable advanced analytics, Data Science and data management will be an advantage   Generic Competencies required:   Comfortable working with multiple stakeholders   Ability to concurrently oversee multiple projects   Strong leadership, communication, project management and analytical skills  ",,https://www.mycareersfuture.sg/job/data-engineer-information-technology-group-ministry-social-family-development-d66d8375a165d9e8e2d0bd17215564d4,,
2,Big Data Engineer,BIOFOURMIS SINGAPORE PTE. LTD.,Permanent,Senior Executive,Engineering,"$5,200to$6,700",Monthly,"We are looking for a savvy Data Engineer to join our growing team of analytics experts. The candidate will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives. Responsibility:  Create and maintain optimal data pipeline architecture in AWS cloud Assemble large, complex data sets that meet business requirements. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Build the infrastructure required for optimal ETL of data from a wide variety of data sources using SQL and AWS big data technologies. Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics. Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs. Keep our data secure across national boundaries through multiple AWS regions. Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader. Work with data and analytics experts to strive for greater functionality in our data systems. ","Requirements~  Advanced working SQL knowledge and experience working with relational databases  Strong analytic skills related to working with unstructured datasets Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. Build processes supporting data transformation, data structures, metadata, dependency and workload management. Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores. Strong project management and organizational skills. Experience supporting and working with cross-functional teams in a dynamic environment. 5+ years of experience in a Data Engineer role with degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field.  ",https://www.mycareersfuture.sg/job/big-data-engineer-biofourmis-singapore-da5fe40ce8998abe2e3646825351e2ae,West,Government support available
3,Senior Data Engineer,CHASSASIA (SINGAPORE) PTE. LTD.,Full Time,Professional,Information Technology,"$6,000to$7,500",Monthly," Participated in Projects delivery SDLC - from Initial Strategic, Requirements Gathering, 	Design, Testing & Implementation. We are looking for a Data Engineer responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, database architects, and data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. Responsibilities include, 	 Understand business processes, applications and how data is stored and gathered. Develop and manage streaming data pipelines at enterprise scale. Build expertise on the data. Own data quality for various data flows. Design, build and manage data marts to satisfy our growing data needs. Support data marts to provide intuitive analytics for internal customers. Design and build new framework and automation tools to enable teams to consume and understand data faster. Coding across a number of languages like SQL, Python and Java to support data scientists. Interface with internal customers to understand data needs. Collaborate with multiple teams and own the solution end-to-end. Maintain infrastructure for our data pipelines.   ","Requirements BS degree in Computer Science or a related technical field. MS or PhD degree is a plus. Having at least experience of the following   2+ years of advanced Python or Java development is necessary. Scala or Kotlin experience is a plus. 2+ years of SQL (such as PostgreSQL, Oracle, AWS Redshift, or Hive) experience is required. NoSQL experience is a plus. 2+ years working with Linux OS. Knowledge of networks and cybersecurity is a plus Experience with modern MapReduce/workflow distributed systems, especially Apache Spark. Experience with Apache Kafka is a plus Experience working with infrastructure-as-code systems like AWS CloudFormation. DevOps experience is a plus Experience in custom ETL pipeline design, implementation and maintenance Experience working with visualization tools like Tableau or Apache Superset. Ability in analyzing data to identify deliverables, gaps and inconsistencies Ability in managing and communicating data mart plans to internal customers   Interpersonal:   Results-oriented, Team player, able to Multi-task and work Effectively in a fast-paced Ability to communicate with technical and non-technical stakeholders Proven working experience as senior developer in the information technology sector. Also, having experience in working with Singapore Government Agencies. Experience in Agile (SCRUM)/Waterfall methodology. Experience in Extreme programming, pair programing, TDD, BDD   ",https://www.mycareersfuture.sg/job/senior-data-engineer-chassasia-c63e7b3f80da4fcbb4c8b39eba1e3257,South,Government support available
4,Data Engineer,TWITTER ASIA PACIFIC PTE. LTD.,Full Time,Professional,Information Technology,"$9,500to$11,000",Monthly,"Who We Are: Twitter users generate many terabytes of data every day; Twitter engineers run hundreds of experiments; Twitter Data Engineers build data pipelines and data processes that calculate metrics and scale increasingly sophisticated models of users and content. The Data Science team at Twitter is at the intersection of all this data and strives to make it actionable to all business units around Twitter. Data Engineers work alongside Data Scientists analyze this data via observational analyses, trend analyses, modeling, and new measurement strategies. We also implement metrics to track the impact of new product experiments and more generally find ways to make very large scale data approachable to guide our decisions.   What You’ll Do: Twitter has very large and complex datasets. As a Twitter Data Engineer you will build datasets and make them accessible to our partner teams by writing great production code to simplify the complexity. Your work will enable Product Managers and other decision-makers across the company to bring together insights and inform our product and strategy. In every decision that you influence, you will see the product improve and be more valuable to Twitter users. We are trying to improve Twitter. To improve something, we need to be able to measure it. As a Data Engineer you will enable better measurements and ensure measurement accuracy so that we know where we are doing well and where we want to improve. As such, you will:  Design, develop, and launch extremely efficient and reliable data pipelines to move data and to provide intuitive analytics to our partner teams. Make Twitter-scale data more discoverable and easy to use for Data Scientists and Analysts across the company. Collaborate with other engineers and Data Scientists to discover the best solutions. Support your colleagues by reviewing code and designs. Diagnose and solve issues in our existing data pipelines and envision and build their successors.  Who You Are: You want to be part of a community of the most talented, forward-thinking Data Scientists and Engineers in the industry. You are a strong Scala or Java developer. You demonstrate clear and concise communication and data-driven decision-making. You are passionate about learning or growing your expertise in some or all of the following:  Data Pipelines Data Warehousing Statistics Metrics Development ","RequirementsRequirements:  B.S. and/or M.S. in Computer Science or a related technical field, or equivalent experience 2+ years of experience in either data infrastructure or backend systems Strong understanding of SQL Broad knowledge of the data infrastructure ecosystem Experience with Hadoop or other MapReduce-based architectures Experience working with large data volumes Good understanding of one or more of the following: Scala, C++, or Java ",https://www.mycareersfuture.sg/job/data-engineer-twitter-asia-pacific-c6221099c428ae5fc4bfbfd1ff9f6301,Central,Government support available
5,Data Engineer,WORKATO PTE. LTD.,"Permanent, Full Time",Executive,"Engineering, Information Technology","$4,000to$8,000",Monthly,"Role We are seeking a talented, self-directed Data Engineer to design, develop, implement, test, document, and operate large-scale, high-volume, high-performance data structures for our business stakeholders. Implement data structures using best practices in data modeling and ETL/ELT processes. Gather business and functional requirements and translate these requirements into robust, scalable, operable solutions that work well within the overall data architecture. Analyze source data systems and drive best practices in source teams. Participate in the full development life cycle, end-to-end, from design, implementation and testing, to documentation, delivery, support, and maintenance. Produce comprehensive, usable dataset documentation and metadata. Evaluate and make decisions around dataset implementations designed and proposed by peer data engineers. Evaluate and make decisions around the use of new or existing software products and tools. Mentor junior data engineers.  The ideal candidate relishes working with data, enjoys the challenge of highly complex technical contexts, and, above all else, is passionate about data and analytics. He/she is an expert with data modeling, ETL design and business intelligence tools and passionately partners with the business to identify strategic opportunities where improvements in data infrastructure creates outsized business impact. He/she is a self-starter, comfortable with ambiguity, able to think big (while paying careful attention to detail) and enjoys working in a fast-paced team. The ideal candidate needs to possess exceptional technical expertise in large scale data warehouse and BI systems with hands-on knowledge on SQL, Distributed/MPP data storage, and AWS services (S3, Redshift, EMR, RDS).   Responsibilities   Design, implement, and support a platform providing ad hoc access to large datasets   Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL   Implement data structures using best practices in data modeling, ETL/ELT processes, and SQL, and Redshift   Build robust and scalable data integration (ETL) pipelines using SQL, Python and Spark   Build and deliver high quality datasets to support business analysis and customer reporting needs   Interface with business customers, gathering requirements and delivering complete data structures     Application instructions: To apply, please fill up the application form at https://grnh.se/ed28c66f2","Requirements  Bachelor's degree in Computer Science, Computer Engineering, Business Administration, Mathematics or a related field   3+ years of industry experience as a Data Engineer or related specialty (e.g., Business Intelligence Engineer, Data Scientist)   Experience in data modeling, ETL development, and Data warehousing.   Data Warehousing Experience with Oracle, Redshift, Teradata, etc.   Experience providing technical leadership and mentor other engineers for the best practices on the data engineering space   Experience in continually improve ongoing reporting and analysis processes, automating or simplifying self-service support for customers   Experience building data products incrementally and integrating and managing datasets from multiple sources   Experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets     Bonus Points   Experience leveraging Python, R or Matlab to manipulate data and set up automated processes as per business requirements   Experience with Big Data Technologies (Hadoop, Hive, Hbase, Pig, Spark, etc.)   Experience leading large-scale data warehousing and analytics projects, including using AWS technologies – Redshift, S3, EC2, Data-pipeline and other big data technologies   Strong ability to interact, communicate, present and influence within multiple levels of the organization   Track record of manipulating, processing, and extracting value from large datasets   Excellent communication skills to be able to work with business owners to develop and define key business questions and to build data sets that answer those questions   Master's degree  ",https://www.mycareersfuture.sg/job/data-engineer-workato-5dd422fd941f66c1662bb2f4f31f3a87,South,Government support available
6,Data Engineer,NTUC ENTERPRISE CO-OPERATIVE LTD,Full Time,Executive,Information Technology,"$4,000to$8,000",Monthly," COMPANY DESCRIPTION  NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.  RESPONSIBILITIES   As a Senior Data Engineer/ Data Engineer, you will be getting “first-hand” break to engineer data analytics platform which will include architectural design, infrastructure setup, building data pipelines, integrate with data lakes and integrating data mining models into data pipelines. Understand, brain-storm and integrate data from different internal as well as external platforms (including mobile event streams) to help organization to deliver top notch customer experience. Work closely with tech heads (CXOs, Business Leaders, Engineering Managers) and their external vendors in defining and building enterprise data exchange platforms. Design, build, support and optimize new and existing data models and ETL processes. Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies. Define and manage SLA for all data processes and own data quality issues. ","Requirements Advanced degree in computer science, computer engineering, or other technical fields (or) equivalent experience. 4+ years’ experience having developed data engineering capabilities for large and complex franchises. Strong data modeling (Kimball Preferred), system/schema design, SQL and ETL/ELT implementation skills Thorough knowledge of any one modern columnar, distributed and MPP based RDBMS systems. Preferably AWS Redshift or Azure Cosmos DB. Any one pipeline orchestration tool: AWS Batch, Airflow, Jenkins, Oozie, etc. Hands-on experience in any 1 modern programming language (Java/Python preferred) Extensive experience of building platform which are “horizontally scalable”, “highly available (Three 9s or higher)” and “fully automated maintenance” on top of AWS, GCP, Azure or Ali-Cloud. “Hands-on” experience of integrating open-source Big data technologies like Hive, Presto, Spark, Apache Ignite into traditional systems. Good understanding basic DBMS and operating system concepts. Frugality is in your thought and you strongly advocate using open source technologies. You write Neat, Optimized, Well documented and Self-maintainable code. Self-motivated and proactive, willing to learn new things, deliver best solution in most tensed situation. Good communication skills, strong team player and mentorship s ",https://www.mycareersfuture.sg/job/data-engineer-ntuc-enterprise-co-operative-a118578b8fe7de0f58393562c0cdcd4e,,
7,Data Engineer,NTUC ENTERPRISE CO-OPERATIVE LTD,Full Time,Executive,Information Technology,"$4,000to$8,000",Monthly," COMPANY DESCRIPTION  NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.  RESPONSIBILITIES   As a Senior Data Engineer/ Data Engineer, you will be getting “first-hand” break to engineer data analytics platform which will include architectural design, infrastructure setup, building data pipelines, integrate with data lakes and integrating data mining models into data pipelines. Understand, brain-storm and integrate data from different internal as well as external platforms (including mobile event streams) to help organization to deliver top notch customer experience. Work closely with tech heads (CXOs, Business Leaders, Engineering Managers) and their external vendors in defining and building enterprise data exchange platforms. Design, build, support and optimize new and existing data models and ETL processes. Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies. Define and manage SLA for all data processes and own data quality issues. ","Requirements Advanced degree in computer science, computer engineering, or other technical fields (or) equivalent experience. 4+ years’ experience having developed data engineering capabilities for large and complex franchises. Strong data modeling (Kimball Preferred), system/schema design, SQL and ETL/ELT implementation skills Thorough knowledge of any one modern columnar, distributed and MPP based RDBMS systems. Preferably AWS Redshift or Azure Cosmos DB. Any one pipeline orchestration tool: AWS Batch, Airflow, Jenkins, Oozie, etc. Hands-on experience in any 1 modern programming language (Java/Python preferred) Extensive experience of building platform which are “horizontally scalable”, “highly available (Three 9s or higher)” and “fully automated maintenance” on top of AWS, GCP, Azure or Ali-Cloud. “Hands-on” experience of integrating open-source Big data technologies like Hive, Presto, Spark, Apache Ignite into traditional systems. Good understanding basic DBMS and operating system concepts. Frugality is in your thought and you strongly advocate using open source technologies. You write Neat, Optimized, Well documented and Self-maintainable code. Self-motivated and proactive, willing to learn new things, deliver best solution in most tensed situation. Good communication skills, strong team player and mentorship ",https://www.mycareersfuture.sg/job/data-engineer-ntuc-enterprise-co-operative-a1e1648c7fd2a8fcbd5ab23042e77a88,,
8,Data Engineer,CAPGEMINI SINGAPORE PTE. LTD.,"Permanent, Contract",Professional,Information Technology,"$5,000to$7,500",Monthly,"We are looking for Jr and Sr Data Engineers for Capgemini Singapore Activities: • Industrialize data integration, data cleansing, data analytics programs or data management processes. • Contribute to the design, development, testing, deployment, performance in production and maintenance of the data-centric software including APIs, cloud-based architectures, libraries, toolbox. • Liaise with the Data Scientists, Architects, software developers, and business experts to understand how data needs to be converted, loaded, processed and presented. • Help the Data Architect to create an overview of the Data Lineage (from data flows, data transformations inside applications). • Provide clear documentation of the business rules embedded in the systems and potentially manage or help solving Data Quality issues. • Adapt to local context and tools provided by AXA’s entity as well as local entity development standards and IT landscape. Skills:  • Technical: Strong development skills - languages will depends on the entity but mainly python and Scala, Big Data experience (Spark, Hadoop Suite) Experience in Git, continuous integration and delivery. • Awareness on Data Management practices, including Data Lifecycle Management across Core IT & Big Data ecosystems as well as Data Privacy & Security constraints. • Knowledge in Data Modelling (including third normal form, star schema, data vault modelling methods). • Focus on end user and customer centricity, Strong oral and written communication skills, Passion for learning new tools, languages and frameworks, Fast adaptation to changing requirements, Strong problem-solving skills, able to work with minimal direct guidance, self-motivated and proactive, in a collaborative model, side by side with the business, Practical, hands on approach to get results. • Experienced in Cloud services & architecture. • Discipline in writing technical & non-technical documentation.","RequirementsActivities: • Industrialize data integration, data cleansing, data analytics programs or data management processes. • Contribute to the design, development, testing, deployment, performance in production and maintenance of the data-centric software including APIs, cloud-based architectures, libraries, toolbox. • Liaise with the Data Scientists, Architects, software developers, and business experts to understand how data needs to be converted, loaded, processed and presented. • Help the Data Architect to create an overview of the Data Lineage (from data flows, data transformations inside applications). • Provide clear documentation of the business rules embedded in the systems and potentially manage or help solving Data Quality issues. • Adapt to local context and tools provided by AXA’s entity as well as local entity development standards and IT landscape. Skills:  • Technical: Strong development skills - languages will depends on the entity but mainly python and Scala, Big Data experience (Spark, Hadoop Suite) Experience in Git, continuous integration and delivery. • Awareness on Data Management practices, including Data Lifecycle Management across Core IT & Big Data ecosystems as well as Data Privacy & Security constraints. • Knowledge in Data Modelling (including third normal form, star schema, data vault modelling methods). • Focus on end user and customer centricity, Strong oral and written communication skills, Passion for learning new tools, languages and frameworks, Fast adaptation to changing requirements, Strong problem-solving skills, able to work with minimal direct guidance, self-motivated and proactive, in a collaborative model, side by side with the business, Practical, hands on approach to get results. • Experienced in Cloud services & architecture. • Discipline in writing technical & non-technical documentation.",https://www.mycareersfuture.sg/job/data-engineer-capgemini-singapore-6881270e60e57757dd030a42764e21ad,"East, Central",Government support available
9,Data Engineer,SNAPHUNT PTE. LTD.,"Permanent, Full Time","Executive, Junior Executive, Senior Executive",Information Technology,Salary undisclosed,,"The Offer  Excellent career development opportunities Work within a leading employer in the Media & Entertainment industry  The Employer Our client is Asia’s leading media organisation, engaging minds and enriching lives across multiple languages and platforms. The company's core business is publishing of newspapers, magazines and books in both print and digital editions. It also owns other digital products, online classifieds, radio stations and outdoor media.   The Job In this role, you will ensure proper data governance and quality across the Data and Analytics department and the business as a whole. Your responsibilities include, but are not limited to:  Maintaining, improving, cleaning, and manipulation of data in the business’s operational and analytic databases.  Working with Software Engineers, Data Analytics team, Data Scientists, and Data Warehouse Engineers to implement database requirements, analyze performance, and troubleshoot any existent issues. Being an expert in SQL development to provide further support to the Data and Analytics in database design, data flow and analysis activities. Being a key role in the development and deployment of innovative big data platforms for advanced analytics and data processing. Defining and building the data pipelines that will enable faster, better, data-informed decision-making within the business. Creating databases optimized for performance, implementing schema changes, and maintaining data architecture standards Leading innovations to implement big data technologies for platforms Designing and developing scalable ETL packages and routines to populate databases from sources and create aggregates.  Overseeing large-scale data Hadoop platforms and support the fast-growing data within the business. Performing tests and validations to support the accuracy of data transformations and data verification used in machine learning models.  Preparing and presenting activity and progress reports to Senior Data Engineers. ","RequirementsThe Profile  You possess a bachelor’s degree in Computer Science, Applied Mathematics, Engineering, or any other technology related field.  You have at least 3 years of working experience as a database engineering support personnel or a database engineering administrator within a fast-paced a complex business setting. You must have experience working with MySQL databases and Redshift, strong knowledge of AWS, Data Lakes, Snowflake, ETL. You keep up with industry trends and best practices to advise senior management on new and improved data engineering strategies that lead to an overall improvement in business performance.  Please apply for this role using the following link: https://snaphunt.com/jobs/34878805",https://www.mycareersfuture.sg/job/data-engineer-snaphunt-a38b7e4fc7c00027901160934f27a098,Central,
